Year,Month,Variable,101
1923,12,maxtemp,16.2
1924,1,maxtemp,10.6
1924,2,maxtemp,13.2
1924,3,maxtemp,15.8
1924,4,maxtemp,22.1
1924,5,maxtemp,24.8
1924,6,maxtemp,30.7
1924,7,maxtemp,32.7
1924,8,maxtemp,33.3
1924,9,maxtemp,25.7
1924,10,maxtemp,25.5
1924,11,maxtemp,19.3
1924,12,maxtemp,14.3
1925,1,maxtemp,12.8
1925,2,maxtemp,17.7
1925,3,maxtemp,21.2
1925,4,maxtemp,26.8
1925,5,maxtemp,27.8
1925,6,maxtemp,34
1925,7,maxtemp,34.2
1925,8,maxtemp,34
1925,9,maxtemp,35.6
1925,10,maxtemp,23.8
1925,11,maxtemp,16.9
1925,12,maxtemp,12.8
1926,1,maxtemp,11
1926,2,maxtemp,16
1926,3,maxtemp,14.9
1926,4,maxtemp,23
1926,5,maxtemp,28.1
1926,6,maxtemp,31.9
1926,7,maxtemp,32.5
1926,8,maxtemp,32.5
1926,9,maxtemp,31.8
1926,10,maxtemp,24.8
1926,11,maxtemp,15.9
1926,12,maxtemp,16.3
1927,1,maxtemp,14.5
1927,2,maxtemp,20
1927,3,maxtemp,19.3
1927,4,maxtemp,26.3
1927,5,maxtemp,28.8
1927,6,maxtemp,28.7
1927,7,maxtemp,32.6
1927,8,maxtemp,31.8
1927,9,maxtemp,32.7
1927,10,maxtemp,26.9
1927,11,maxtemp,20.9
1927,12,maxtemp,13.9
1928,1,maxtemp,12.8
1928,2,maxtemp,14.7
1928,3,maxtemp,19.1
1928,4,maxtemp,21.3
1928,5,maxtemp,26.7
1928,6,maxtemp,29.5
1928,7,maxtemp,32.7
1928,8,maxtemp,32.6
1928,9,maxtemp,28.6
1928,10,maxtemp,25.7
1928,11,maxtemp,17.9
1928,12,maxtemp,14
1929,1,maxtemp,15.2
1929,2,maxtemp,12.2
1929,3,maxtemp,21.2
1929,4,maxtemp,25.5
1929,5,maxtemp,27
1929,6,maxtemp,30.9
1929,7,maxtemp,32.4
1929,8,maxtemp,34.1
1929,9,maxtemp,29
1929,10,maxtemp,22.3
1929,11,maxtemp,16.3
1929,12,maxtemp,13.4
1930,1,maxtemp,13.1
1930,2,maxtemp,18.6
1930,3,maxtemp,17
1930,4,maxtemp,25.6
1930,5,maxtemp,28.5
1930,6,maxtemp,32
1930,7,maxtemp,35.8
1930,8,maxtemp,33.1
1930,9,maxtemp,30.1
1930,10,maxtemp,23
1930,11,maxtemp,16.3
1930,12,maxtemp,10.4
1931,1,maxtemp,12.3
1931,2,maxtemp,15.8
1931,3,maxtemp,15.5
1931,4,maxtemp,22.7
1931,5,maxtemp,26.6
1931,6,maxtemp,34.5
1931,7,maxtemp,33.5
1931,8,maxtemp,31.5
1931,9,maxtemp,33.7
1931,10,maxtemp,26.8
1931,11,maxtemp,22.3
1931,12,maxtemp,16.8
1932,1,maxtemp,16.9
1932,2,maxtemp,19.1
1932,3,maxtemp,16.9
1932,4,maxtemp,24.2
1932,5,maxtemp,26.6
1932,6,maxtemp,32
1932,7,maxtemp,33.2
1932,8,maxtemp,32.1
1932,9,maxtemp,28.6
1932,10,maxtemp,23.4
1932,11,maxtemp,15.5
1932,12,maxtemp,14.4
1933,1,maxtemp,15.6
1933,2,maxtemp,14
1933,3,maxtemp,19.3
1933,4,maxtemp,21.2
1933,5,maxtemp,30.1
1933,6,maxtemp,33.4
1933,7,maxtemp,30.7
1933,8,maxtemp,31.3
1933,9,maxtemp,31.3
1933,10,maxtemp,23.5
1933,11,maxtemp,17.8
1933,12,maxtemp,17.9
1934,1,maxtemp,14.2
1934,2,maxtemp,14
1934,3,maxtemp,18.6
1934,4,maxtemp,24.2
1934,5,maxtemp,27.8
1934,6,maxtemp,31.8
1934,7,maxtemp,32.5
1934,8,maxtemp,31.9
1934,9,maxtemp,30
1934,10,maxtemp,25.2
1934,11,maxtemp,20
1934,12,maxtemp,12.4
1935,1,maxtemp,14.1
1935,2,maxtemp,14.9
1935,3,maxtemp,22
1935,4,maxtemp,23.4
1935,5,maxtemp,28.1
1935,6,maxtemp,30.4
1935,7,maxtemp,32.5
1935,8,maxtemp,32.5
1935,9,maxtemp,29.4
1935,10,maxtemp,25.6
1935,11,maxtemp,18.4
1935,12,maxtemp,8.8
1936,1,maxtemp,11.1
1936,2,maxtemp,12.3
1936,3,maxtemp,21.1
1936,4,maxtemp,22.4
1936,5,maxtemp,29.7
1936,6,maxtemp,34.3
1936,7,maxtemp,33.1
1936,8,maxtemp,32.3
1936,9,maxtemp,30.4
1936,10,maxtemp,24.3
1936,11,maxtemp,17.2
1936,12,maxtemp,14.2
1937,1,maxtemp,17.7
1937,2,maxtemp,13.9
1937,3,maxtemp,17.8
1937,4,maxtemp,23.7
1937,5,maxtemp,28.4
1937,6,maxtemp,33.1
1937,7,maxtemp,32.2
1937,8,maxtemp,32.3
1937,9,maxtemp,27.6
1937,10,maxtemp,21.6
1937,11,maxtemp,15.6
1937,12,maxtemp,12.8
1938,1,maxtemp,13.1
1938,2,maxtemp,18.6
1938,3,maxtemp,22.8
1938,4,maxtemp,23.4
1938,5,maxtemp,28.2
1938,6,maxtemp,30.6
1938,7,maxtemp,31.8
1938,8,maxtemp,33.4
1938,9,maxtemp,29.8
1938,10,maxtemp,26.7
1938,11,maxtemp,19.6
1938,12,maxtemp,13.3
1939,1,maxtemp,14.9
1939,2,maxtemp,16.9
1939,3,maxtemp,20.9
1939,4,maxtemp,23.1
1939,5,maxtemp,26.8
1939,6,maxtemp,31.5
1939,7,maxtemp,33
1939,8,maxtemp,30.6
1939,9,maxtemp,30.6
1939,10,maxtemp,25.7
1939,11,maxtemp,17.1
1939,12,maxtemp,14.8
1940,1,maxtemp,5
1940,2,maxtemp,11.7
1940,3,maxtemp,18.2
1940,4,maxtemp,21.8
1940,5,maxtemp,26.9
1940,6,maxtemp,30.9
1940,7,maxtemp,30.2
1940,8,maxtemp,32.4
1940,9,maxtemp,29.9
1940,10,maxtemp,26.2
1940,11,maxtemp,17.6
1940,12,maxtemp,15.4
1941,1,maxtemp,13.9
1941,2,maxtemp,11.4
1941,3,maxtemp,15.9
1941,4,maxtemp,24.8
1941,5,maxtemp,29.9
1941,6,maxtemp,30.8
1941,7,maxtemp,31.8
1941,8,maxtemp,32.3
1941,9,maxtemp,32.1
1941,10,maxtemp,28.4
1941,11,maxtemp,18.7
1941,12,maxtemp,15.5
1942,1,maxtemp,13
1942,2,maxtemp,11.9
1942,3,maxtemp,18.9
1942,4,maxtemp,26.1
1942,5,maxtemp,28.7
1942,6,maxtemp,31.8
1942,7,maxtemp,32.8
1942,8,maxtemp,31.2
1942,9,maxtemp,28.9
1942,10,maxtemp,24.7
1942,11,maxtemp,20.2
1942,12,maxtemp,13.8
1943,1,maxtemp,14.9
1943,2,maxtemp,16.7
1943,3,maxtemp,17.6
1943,4,maxtemp,24.3
1943,5,maxtemp,29.7
1943,6,maxtemp,34.3
1943,7,maxtemp,33
1943,8,maxtemp,34.3
1943,9,maxtemp,28.4
1943,10,maxtemp,23.6
1943,11,maxtemp,18.4
1943,12,maxtemp,12.9
1944,1,maxtemp,13.2
1944,2,maxtemp,17.1
1944,3,maxtemp,20.5
1944,4,maxtemp,22.8
1944,5,maxtemp,29.9
1944,6,maxtemp,33.9
1944,7,maxtemp,32.8
1944,8,maxtemp,31.6
1944,9,maxtemp,29.7
1944,10,maxtemp,25.9
1944,11,maxtemp,18.2
1944,12,maxtemp,12.6
1945,1,maxtemp,13.4
1945,2,maxtemp,15.9
1945,3,maxtemp,24.4
1945,4,maxtemp,25.6
1945,5,maxtemp,26.5
1945,6,maxtemp,32
1945,7,maxtemp,32.2
1945,8,maxtemp,32.6
1945,9,maxtemp,31.3
1945,10,maxtemp,23.7
1945,11,maxtemp,19.3
1945,12,maxtemp,9.5
1946,1,maxtemp,13.1
1946,2,maxtemp,16.9
1946,3,maxtemp,22.5
1946,4,maxtemp,26
1946,5,maxtemp,26.8
1946,6,maxtemp,30.5
1946,7,maxtemp,30.9
1946,8,maxtemp,31.7
1946,9,maxtemp,28
1946,10,maxtemp,25
1946,11,maxtemp,20.5
1946,12,maxtemp,16.5
1947,1,maxtemp,13.8
1947,2,maxtemp,11.6
1947,3,maxtemp,15.4
1947,4,maxtemp,23.9
1947,5,maxtemp,26.7
1947,6,maxtemp,30
1947,7,maxtemp,30.7
1947,8,maxtemp,32.8
1947,9,maxtemp,30.6
1947,10,maxtemp,26.6
1947,11,maxtemp,15.5
1947,12,maxtemp,14.7
1948,1,maxtemp,8.8
1948,2,maxtemp,15.1
1948,3,maxtemp,20.1
1948,4,maxtemp,25.3
1948,5,maxtemp,28.3
1948,6,maxtemp,32
1948,7,maxtemp,31.9
1948,8,maxtemp,30.7
1948,9,maxtemp,28.1
1948,10,maxtemp,23.2
1948,11,maxtemp,18.4
1948,12,maxtemp,14.2
1949,1,maxtemp,17
1949,2,maxtemp,16.8
1949,3,maxtemp,18
1949,4,maxtemp,21.7
1949,5,maxtemp,28.5
1949,6,maxtemp,30.1
1949,7,maxtemp,32.2
1949,8,maxtemp,31.5
1949,9,maxtemp,28.1
1949,10,maxtemp,26.1
1949,11,maxtemp,18.4
1949,12,maxtemp,14.6
1950,1,maxtemp,18.7
1950,2,maxtemp,18
1950,3,maxtemp,17.4
1950,4,maxtemp,21.6
1950,5,maxtemp,28.7
1950,6,maxtemp,30.8
1950,7,maxtemp,30.4
1950,8,maxtemp,31
1950,9,maxtemp,27
1950,10,maxtemp,25.1
1950,11,maxtemp,16.1
1950,12,maxtemp,10.1
1951,1,maxtemp,14
1951,2,maxtemp,15.9
1951,3,maxtemp,18.6
1951,4,maxtemp,22.4
1951,5,maxtemp,28.2
1951,6,maxtemp,31.9
1951,7,maxtemp,32.5
1951,8,maxtemp,34
1951,9,maxtemp,29.9
1951,10,maxtemp,25.1
1951,11,maxtemp,14.9
1951,12,maxtemp,15.6
1952,1,maxtemp,16.2
1952,2,maxtemp,15.8
1952,3,maxtemp,17.9
1952,4,maxtemp,22.9
1952,5,maxtemp,28.2
1952,6,maxtemp,34.3
1952,7,maxtemp,34.9
1952,8,maxtemp,31.8
1952,9,maxtemp,28.1
1952,10,maxtemp,22
1952,11,maxtemp,18
1952,12,maxtemp,12.9
1953,1,maxtemp,15.1
1953,2,maxtemp,15.3
1953,3,maxtemp,20.4
1953,4,maxtemp,22.5
1953,5,maxtemp,28.7
1953,6,maxtemp,32.9
1953,7,maxtemp,31.4
1953,8,maxtemp,32.6
1953,9,maxtemp,29.7
1953,10,maxtemp,26
1953,11,maxtemp,18.8
1953,12,maxtemp,12.2
1954,1,maxtemp,14.3
1954,2,maxtemp,18.3
1954,3,maxtemp,18.3
1954,4,maxtemp,26.2
1954,5,maxtemp,24.7
1954,6,maxtemp,32.4
1954,7,maxtemp,34.3
1954,8,maxtemp,35.2
1954,9,maxtemp,33.1
1954,10,maxtemp,26.1
1954,11,maxtemp,16.5
1954,12,maxtemp,12.7
1955,1,maxtemp,12
1955,2,maxtemp,15.3
1955,3,maxtemp,21
1955,4,maxtemp,25.6
1955,5,maxtemp,28.9
1955,6,maxtemp,28.6
1955,7,maxtemp,31.9
1955,8,maxtemp,32.9
1955,9,maxtemp,30.9
1955,10,maxtemp,23.5
1955,11,maxtemp,17.1
1955,12,maxtemp,12.6
1956,1,maxtemp,11.3
1956,2,maxtemp,17.3
1956,3,maxtemp,19.6
1956,4,maxtemp,22.7
1956,5,maxtemp,29
1956,6,maxtemp,30.7
1956,7,maxtemp,32.4
1956,8,maxtemp,33.7
1956,9,maxtemp,28.9
1956,10,maxtemp,24
1956,11,maxtemp,17.3
1956,12,maxtemp,18.8
1957,1,maxtemp,13.8
1957,2,maxtemp,19
1957,3,maxtemp,16.9
1957,4,maxtemp,24.8
1957,5,maxtemp,27.7
1957,6,maxtemp,30.9
1957,7,maxtemp,32
1957,8,maxtemp,33.3
1957,9,maxtemp,28.5
1957,10,maxtemp,20.3
1957,11,maxtemp,18
1957,12,maxtemp,15
1958,1,maxtemp,9.5
1958,2,maxtemp,9.6
1958,3,maxtemp,15.9
1958,4,maxtemp,24
1958,5,maxtemp,28.4
1958,6,maxtemp,31.7
1958,7,maxtemp,31.2
1958,8,maxtemp,32.1
1958,9,maxtemp,29.7
1958,10,maxtemp,23.3
1958,11,maxtemp,20.1
1958,12,maxtemp,11.9
1959,1,maxtemp,13
1959,2,maxtemp,14.4
1959,3,maxtemp,17.7
1959,4,maxtemp,23.4
1959,5,maxtemp,29
1959,6,maxtemp,30.1
1959,7,maxtemp,32.7
1959,8,maxtemp,33
1959,9,maxtemp,28.6
1959,10,maxtemp,23.5
1959,11,maxtemp,17.9
1959,12,maxtemp,14.6
1960,1,maxtemp,11.6
1960,2,maxtemp,13.5
1960,3,maxtemp,13.1
1960,4,maxtemp,24.9
1960,5,maxtemp,27
1960,6,maxtemp,31.8
1960,7,maxtemp,33.6
1960,8,maxtemp,31.3
1960,9,maxtemp,28.7
1960,10,maxtemp,24.3
1960,11,maxtemp,19
1960,12,maxtemp,11.8
1961,1,maxtemp,10.5
1961,2,maxtemp,17.1
1961,3,maxtemp,20.3
1961,4,maxtemp,21.9
1961,5,maxtemp,26
1961,6,maxtemp,28.7
1961,7,maxtemp,30.9
1961,8,maxtemp,30.5
1961,9,maxtemp,28.9
1961,10,maxtemp,24.1
1961,11,maxtemp,18.6
1961,12,maxtemp,12.2
1962,1,maxtemp,10.6
1962,2,maxtemp,19.3
1962,3,maxtemp,15.7
1962,4,maxtemp,21.4
1962,5,maxtemp,31.4
1962,6,maxtemp,30.4
1962,7,maxtemp,32.5
1962,8,maxtemp,32.6
1962,9,maxtemp,28.9
1962,10,maxtemp,24.7
1962,11,maxtemp,16.1
1962,12,maxtemp,11.2
1963,1,maxtemp,9.5
1963,2,maxtemp,11.8
1963,3,maxtemp,21.6
1963,4,maxtemp,24.5
1963,5,maxtemp,27.5
1963,6,maxtemp,30
1963,7,maxtemp,30.2
1963,8,maxtemp,31.9
1963,9,maxtemp,28.6
1963,10,maxtemp,26.2
1963,11,maxtemp,18.1
1963,12,maxtemp,8
1964,1,maxtemp,11.2
1964,2,maxtemp,11
1964,3,maxtemp,18.4
1964,4,maxtemp,24.3
1964,5,maxtemp,27.8
1964,6,maxtemp,31.8
1964,7,maxtemp,30.3
1964,8,maxtemp,30.5
1964,9,maxtemp,29.4
1964,10,maxtemp,22
1964,11,maxtemp,19.6
1964,12,maxtemp,14.5
1965,1,maxtemp,13.8
1965,2,maxtemp,14.1
1965,3,maxtemp,16.2
1965,4,maxtemp,24.9
1965,5,maxtemp,29.7
1965,6,maxtemp,29.2
1965,7,maxtemp,30.7
1965,8,maxtemp,31.2
1965,9,maxtemp,28.6
1965,10,maxtemp,22.9
1965,11,maxtemp,19.2
1965,12,maxtemp,14.7
1966,1,maxtemp,8.9
1966,2,maxtemp,13.4
1966,3,maxtemp,18.2
1966,4,maxtemp,24
1966,5,maxtemp,25.9
1966,6,maxtemp,29.6
1966,7,maxtemp,32.8
1966,8,maxtemp,30.1
1966,9,maxtemp,27.4
1966,10,maxtemp,22.7
1966,11,maxtemp,19
1966,12,maxtemp,13.7
1967,1,maxtemp,13.2
1967,2,maxtemp,12.2
1967,3,maxtemp,21.9
1967,4,maxtemp,26.5
1967,5,maxtemp,26.3
1967,6,maxtemp,29.9
1967,7,maxtemp,29.4
1967,8,maxtemp,29.1
1967,9,maxtemp,26
1967,10,maxtemp,23.3
1967,11,maxtemp,16.3
1967,12,maxtemp,15.2
1968,1,maxtemp,10.7
1968,2,maxtemp,10.5
1968,3,maxtemp,19.2
1968,4,maxtemp,23.8
1968,5,maxtemp,26.3
1968,6,maxtemp,31.9
1968,7,maxtemp,31
1968,8,maxtemp,32.2
1968,9,maxtemp,28.5
1968,10,maxtemp,23.5
1968,11,maxtemp,15.9
1968,12,maxtemp,11.1
1969,1,maxtemp,10.7
1969,2,maxtemp,12.4
1969,3,maxtemp,15
1969,4,maxtemp,24.6
1969,5,maxtemp,26.9
1969,6,maxtemp,31.6
1969,7,maxtemp,32.8
1969,8,maxtemp,30.1
1969,9,maxtemp,27.2
1969,10,maxtemp,23
1969,11,maxtemp,17.2
1969,12,maxtemp,11.7
1970,1,maxtemp,8.6
1970,2,maxtemp,14.3
1970,3,maxtemp,17.7
1970,4,maxtemp,24.7
1970,5,maxtemp,28.4
1970,6,maxtemp,29.3
1970,7,maxtemp,32
1970,8,maxtemp,31.1
1970,9,maxtemp,31.1
1970,10,maxtemp,23.4
1970,11,maxtemp,16.3
1970,12,maxtemp,15.5
1971,1,maxtemp,12.8
1971,2,maxtemp,13.9
1971,3,maxtemp,16
1971,4,maxtemp,24.4
1971,5,maxtemp,25.7
1971,6,maxtemp,31.8
1971,7,maxtemp,30.2
1971,8,maxtemp,30.9
1971,9,maxtemp,28.9
1971,10,maxtemp,25.8
1971,11,maxtemp,17.7
1971,12,maxtemp,17.8
1972,1,maxtemp,15.5
1972,2,maxtemp,13.3
1972,3,maxtemp,19.6
1972,4,maxtemp,24.9
1972,5,maxtemp,26
1972,6,maxtemp,30.2
1972,7,maxtemp,31.3
1972,8,maxtemp,32.3
1972,9,maxtemp,30.6
1972,10,maxtemp,22.9
1972,11,maxtemp,15.4
1972,12,maxtemp,14.7
1973,1,maxtemp,11.4
1973,2,maxtemp,13.5
1973,3,maxtemp,20.8
1973,4,maxtemp,21.3
1973,5,maxtemp,25.9
1973,6,maxtemp,30.5
1973,7,maxtemp,31.8
1973,8,maxtemp,30.9
1973,9,maxtemp,30.5
1973,10,maxtemp,25.8
1973,11,maxtemp,20.4
1973,12,maxtemp,13.9
1974,1,maxtemp,17
1974,2,maxtemp,15.3
1974,3,maxtemp,22.2
1974,4,maxtemp,24
1974,5,maxtemp,28
1974,6,maxtemp,29
1974,7,maxtemp,31.6
1974,8,maxtemp,30.6
1974,9,maxtemp,26.1
1974,10,maxtemp,23.6
1974,11,maxtemp,18.3
1974,12,maxtemp,13
1975,1,maxtemp,14.9
1975,2,maxtemp,15.9
1975,3,maxtemp,18.3
1975,4,maxtemp,22.8
1975,5,maxtemp,27.9
1975,6,maxtemp,30.5
1975,7,maxtemp,30.4
1975,8,maxtemp,31.5
1975,9,maxtemp,26.7
1975,10,maxtemp,24.2
1975,11,maxtemp,19
1975,12,maxtemp,12.6
1976,1,maxtemp,9.8
1976,2,maxtemp,19.6
1976,3,maxtemp,20.4
1976,4,maxtemp,24.5
1976,5,maxtemp,23.9
1976,6,maxtemp,29.4
1976,7,maxtemp,31.3
1976,8,maxtemp,31
1976,9,maxtemp,27.9
1976,10,maxtemp,21.1
1976,11,maxtemp,14.3
1976,12,maxtemp,11.1
1977,1,maxtemp,4.9
1977,2,maxtemp,14.6
1977,3,maxtemp,20.2
1977,4,maxtemp,25.5
1977,5,maxtemp,28.6
1977,6,maxtemp,33.4
1977,7,maxtemp,33.7
1977,8,maxtemp,32.4
1977,9,maxtemp,28.9
1977,10,maxtemp,21.7
1977,11,maxtemp,17.9
1977,12,maxtemp,12.3
1978,1,maxtemp,5.8
1978,2,maxtemp,9.8
1978,3,maxtemp,16.9
1978,4,maxtemp,24.8
1978,5,maxtemp,26.7
1978,6,maxtemp,31.5
1978,7,maxtemp,32.8
1978,8,maxtemp,32.3
1978,9,maxtemp,31.4
1978,10,maxtemp,25
1978,11,maxtemp,21.7
1978,12,maxtemp,13.9
1979,1,maxtemp,8.1
1979,2,maxtemp,10.9
1979,3,maxtemp,20.5
1979,4,maxtemp,23.3
1979,5,maxtemp,26.5
1979,6,maxtemp,30.1
1979,7,maxtemp,30.9
1979,8,maxtemp,31.8
1979,9,maxtemp,27.2
1979,10,maxtemp,24.2
1979,11,maxtemp,18.4
1979,12,maxtemp,13.7
1980,1,maxtemp,12.4
1980,2,maxtemp,11.8
1980,3,maxtemp,17.4
1980,4,maxtemp,23.1
1980,5,maxtemp,26.6
1980,6,maxtemp,31.4
1980,7,maxtemp,35.2
1980,8,maxtemp,34.1
1980,9,maxtemp,31.2
1980,10,maxtemp,22.3
1980,11,maxtemp,17.4
1980,12,maxtemp,13.4
1981,1,maxtemp,10.3
1981,2,maxtemp,14.5
1981,3,maxtemp,17.8
1981,4,maxtemp,26.1
1981,5,maxtemp,26.1
1981,6,maxtemp,32.8
1981,7,maxtemp,33.4
1981,8,maxtemp,31.1
1981,9,maxtemp,28.7
1981,10,maxtemp,22.9
1981,11,maxtemp,19.9
1981,12,maxtemp,10.7
1982,1,maxtemp,10.2
1982,2,maxtemp,14.2
1982,3,maxtemp,20.1
1982,4,maxtemp,20.7
1982,5,maxtemp,28.6
1982,6,maxtemp,30.3
1982,7,maxtemp,31.6
1982,8,maxtemp,31.2
1982,9,maxtemp,28.4
1982,10,maxtemp,24.3
1982,11,maxtemp,18.3
1982,12,maxtemp,16
1983,1,maxtemp,9.9
1983,2,maxtemp,13.1
1983,3,maxtemp,17
1983,4,maxtemp,20.3
1983,5,maxtemp,26.1
1983,6,maxtemp,28.7
1983,7,maxtemp,33
1983,8,maxtemp,33.6
1983,9,maxtemp,28
1983,10,maxtemp,23.5
1983,11,maxtemp,18
1983,12,maxtemp,9.8
1984,1,maxtemp,10.1
1984,2,maxtemp,15.5
1984,3,maxtemp,18.2
1984,4,maxtemp,21.6
1984,5,maxtemp,26.6
1984,6,maxtemp,32
1984,7,maxtemp,31.1
1984,8,maxtemp,30.4
1984,9,maxtemp,28.7
1984,10,maxtemp,26.1
1984,11,maxtemp,16.6
1984,12,maxtemp,17.9
1985,1,maxtemp,6.9
1985,2,maxtemp,11.6
1985,3,maxtemp,20.2
1985,4,maxtemp,24.5
1985,5,maxtemp,27
1985,6,maxtemp,30.9
1985,7,maxtemp,30.6
1985,8,maxtemp,30.9
1985,9,maxtemp,28.1
1985,10,maxtemp,24.8
1985,11,maxtemp,21.3
1985,12,maxtemp,11.2
1986,1,maxtemp,12.3
1986,2,maxtemp,17.3
1986,3,maxtemp,19.7
1986,4,maxtemp,25.2
1986,5,maxtemp,27.8
1986,6,maxtemp,31.8
1986,7,maxtemp,33.9
1986,8,maxtemp,31.5
1986,9,maxtemp,29.1
1986,10,maxtemp,23.6
1986,11,maxtemp,19
1986,12,maxtemp,11.9
1987,1,maxtemp,10.5
1987,2,maxtemp,13.2
1987,3,maxtemp,18.7
1987,4,maxtemp,22
1987,5,maxtemp,28
1987,6,maxtemp,30.3
1987,7,maxtemp,32.3
1987,8,maxtemp,33.4
1987,9,maxtemp,29.2
1987,10,maxtemp,22.8
1987,11,maxtemp,19.9
1987,12,maxtemp,15
1988,1,maxtemp,9.2
1988,2,maxtemp,14.1
1988,3,maxtemp,19.3
1988,4,maxtemp,23.6
1988,5,maxtemp,27
1988,6,maxtemp,32.5
1988,7,maxtemp,31
1988,8,maxtemp,32.6
1988,9,maxtemp,28
1988,10,maxtemp,21.8
1988,11,maxtemp,19
1988,12,maxtemp,14.7
1989,1,maxtemp,15.3
1989,2,maxtemp,13.6
1989,3,maxtemp,19.5
1989,4,maxtemp,22.5
1989,5,maxtemp,25.4
1989,6,maxtemp,29.3
1989,7,maxtemp,30.1
1989,8,maxtemp,31
1989,9,maxtemp,27.5
1989,10,maxtemp,23.6
1989,11,maxtemp,18.4
1989,12,maxtemp,9.2
1990,1,maxtemp,15.6
1990,2,maxtemp,18.4
1990,3,maxtemp,20.5
1990,4,maxtemp,23.5
1990,5,maxtemp,26.6
1990,6,maxtemp,31.9
1990,7,maxtemp,31.8
1990,8,maxtemp,33.9
1990,9,maxtemp,31.5
1990,10,maxtemp,24.9
1990,11,maxtemp,20.8
1990,12,maxtemp,15.8
1991,1,maxtemp,11.7
1991,2,maxtemp,16.3
1991,3,maxtemp,20.4
1991,4,maxtemp,24.2
1991,5,maxtemp,27.2
1991,6,maxtemp,29.7
1991,7,maxtemp,32.1
1991,8,maxtemp,31.1
1991,9,maxtemp,29.5
1991,10,maxtemp,25.1
1991,11,maxtemp,17.1
1991,12,maxtemp,15.8
1992,1,maxtemp,11.4
1992,2,maxtemp,16.9
1992,3,maxtemp,19.4
1992,4,maxtemp,23.2
1992,5,maxtemp,26.1
1992,6,maxtemp,29
1992,7,maxtemp,31.7
1992,8,maxtemp,29.3
1992,9,maxtemp,27.6
1992,10,maxtemp,23.8
1992,11,maxtemp,17.2
1992,12,maxtemp,11.8
1993,1,maxtemp,13.5
1993,2,maxtemp,13.3
1993,3,maxtemp,16.5
1993,4,maxtemp,21.6
1993,5,maxtemp,26.3
1993,6,maxtemp,31.2
1993,7,maxtemp,34.5
1993,8,maxtemp,32.3
1993,9,maxtemp,30.1
1993,10,maxtemp,23.5
1993,11,maxtemp,17.5
1993,12,maxtemp,12.2
1994,1,maxtemp,10
1994,2,maxtemp,16.2
1994,3,maxtemp,20.5
1994,4,maxtemp,25.3
1994,5,maxtemp,26.5
1994,6,maxtemp,30.5
1994,7,maxtemp,29.9
1994,8,maxtemp,30.1
1994,9,maxtemp,28
1994,10,maxtemp,22.6
1994,11,maxtemp,20.8
1994,12,maxtemp,14.7
1995,1,maxtemp,12.1
1995,2,maxtemp,13.3
1995,3,maxtemp,20.1
1995,4,maxtemp,24.2
1995,5,maxtemp,28
1995,6,maxtemp,29.8
1995,7,maxtemp,33.9
1995,8,maxtemp,33.3
1995,9,maxtemp,28.5
1995,10,maxtemp,23.3
1995,11,maxtemp,15
1995,12,maxtemp,11.5
1996,1,maxtemp,10.8
1996,2,maxtemp,13.1
1996,3,maxtemp,15.6
1996,4,maxtemp,22.3
1996,5,maxtemp,28.6
1996,6,maxtemp,29.9
1996,7,maxtemp,31.5
1996,8,maxtemp,30.6
1996,9,maxtemp,27.6
1996,10,maxtemp,22.7
1996,11,maxtemp,16.2
1996,12,maxtemp,14.7
1997,1,maxtemp,12.1
1997,2,maxtemp,14.7
1997,3,maxtemp,22.3
1997,4,maxtemp,21.1
1997,5,maxtemp,25
1997,6,maxtemp,27.1
1997,7,maxtemp,31.5
1997,8,maxtemp,29.9
1997,9,maxtemp,29.4
1997,10,maxtemp,23
1997,11,maxtemp,14.5
1997,12,maxtemp,11.6
1998,1,maxtemp,12.8
1998,2,maxtemp,13.5
1998,3,maxtemp,16.1
1998,4,maxtemp,21.9
1998,5,maxtemp,28.9
1998,6,maxtemp,32.2
1998,7,maxtemp,32.1
1998,8,maxtemp,31.8
1998,9,maxtemp,30.7
1998,10,maxtemp,26
1998,11,maxtemp,19.6
1998,12,maxtemp,14.4
1999,1,maxtemp,14.4
1999,2,maxtemp,15.9
1999,3,maxtemp,17.5
1999,4,maxtemp,25
1999,5,maxtemp,26.2
1999,6,maxtemp,29.1
1999,7,maxtemp,31.3
1999,8,maxtemp,33.6
1999,9,maxtemp,29.4
1999,10,maxtemp,23.6
1999,11,maxtemp,20.3
1999,12,maxtemp,14.3
2000,1,maxtemp,11.7
2000,2,maxtemp,17.6
2000,3,maxtemp,20.7
2000,4,maxtemp,21.5
2000,5,maxtemp,28.7
2000,6,maxtemp,30.7
2000,7,maxtemp,33.6
2000,8,maxtemp,32.9
2000,9,maxtemp,28
2000,10,maxtemp,25.1
2000,11,maxtemp,16
2000,12,maxtemp,8
2001,1,maxtemp,9.7
2001,2,maxtemp,16.3
2001,3,maxtemp,15.1
2001,4,maxtemp,23.5
2001,5,maxtemp,26.9
2001,6,maxtemp,28.8
2001,7,maxtemp,31
2001,8,maxtemp,30.3
